id,email,first_name,last_name,state,created_at,orders_count,total_spent,tags,accepts_marketing
7000000730,ameliagarcia71@hotmail.com,Amelia,Garcia,MI,2025-10-12T05:49:35-05:00,1,42.78,,true
7000000731,savannahmartin@gmail.com,Savannah,Martin,WA,2024-09-22T22:49:40-05:00,10,359.01,,true
7000000732,aaliyah.adams58@hotmail.com,Aaliyah,Adams,CT,2024-01-06T16:29:54-05:00,8,368.56,,true
7000000733,alexander_martin@icloud.com,Alexander,Martin,TN,2024-09-10T03:49:52-05:00,2,195.96,,true
7000000734,scarlett.miller92@icloud.com,Scarlett,Miller,CA,2024-04-04T02:15:51-05:00,1,48.98,,true
7000000735,amelia.lewis48@hotmail.com,Amelia,Lewis,OR,2025-06-15T14:22:24-05:00,1,89.99,,false
7000000736,michael_hall94@yahoo.com,Michael,Hall,FL,2025-06-01T04:37:42-05:00,7,329.57,,false
7000000737,zoeyallen@icloud.com,Zoey,Allen,VA,2024-02-03T05:42:37-05:00,11,407.16,,true
7000000738,owen.clark16@hotmail.com,Owen,Clark,NC,2024-02-11T19:02:01-05:00,5,159.92,,true
7000000739,sofia_martin@yahoo.com,Sofia,Martin,FL,2025-08-26T15:21:20-05:00,2,467.57,,true
7000000740,amelialopez@gmail.com,Amelia,Lopez,OR,2024-12-23T02:27:35-05:00,1,45.76,,false
7000000741,mateomartin58@icloud.com,Mateo,Martin,VA,2025-09-12T04:50:07-05:00,4,354.11,,false
7000000742,penelope.lewis94@gmail.com,Penelope,Lewis,MD,2025-09-30T14:54:50-05:00,1,71.96,,false
7000000743,sebastianwilliams57@gmail.com,Sebastian,Williams,IL,2024-01-26T20:49:32-05:00,8,726.06,,true
7000000744,jayden.scott@hotmail.com,Jayden,Scott,TN,2024-07-12T17:19:28-05:00,6,1411.82,,true
7000000745,penelope.wright3@yahoo.com,Penelope,Wright,OH,2025-08-16T16:10:26-05:00,4,189.69,,true
7000000746,riley_williams3@icloud.com,Riley,Williams,IL,2025-02-28T00:52:33-05:00,6,290.46,,true
7000000747,benjamin.garcia@outlook.com,Benjamin,Garcia,FL,2024-07-06T09:18:16-05:00,1,95.95,,true
7000000748,jacob.baker8@yahoo.com,Jacob,Baker,NJ,2024-02-29T10:51:02-05:00,1,52.98,,true
7000000749,jacob_lee@gmail.com,Jacob,Lee,PA,2024-09-02T21:44:10-05:00,1,37.08,,false
7000000750,isabella.moore41@hotmail.com,Isabella,Moore,MA,2024-03-08T17:37:41-05:00,2,65.39,,true
7000000751,abigailscott@yahoo.com,Abigail,Scott,SC,2025-07-22T23:43:20-05:00,2,96.11,,true
7000000752,michaelgarcia@yahoo.com,Michael,Garcia,WA,2025-07-07T06:07:24-05:00,3,129.68,,false
7000000753,olivia_smith80@yahoo.com,Olivia,Smith,NJ,2024-03-02T17:33:21-05:00,1,97.98,,true
7000000754,alexander.green75@gmail.com,Alexander,Green,IL,2025-06-30T20:30:04-05:00,7,656.47,,true
7000000755,nathan.davis93@icloud.com,Nathan,Davis,PA,2025-09-17T18:22:47-05:00,4,142.77,,true
7000000756,camilataylor58@yahoo.com,Camila,Taylor,MO,2024-11-25T12:26:18-05:00,7,664.46,,true
7000000757,nathanrodriguez1@gmail.com,Nathan,Rodriguez,NJ,2024-06-26T15:02:34-05:00,16,587.91,,false
7000000758,sebastiangarcia@hotmail.com,Sebastian,Garcia,NJ,2025-03-31T04:29:36-05:00,10,920.98,,false
7000000759,ethanlopez@icloud.com,Ethan,Lopez,WA,2024-07-16T16:11:11-05:00,5,158.26,,true
7000000760,layla_rivera@hotmail.com,Layla,Rivera,WI,2024-11-06T08:03:06-05:00,14,635.09,,false
7000000761,olivia_moore@gmail.com,Olivia,Moore,PA,2025-10-15T14:25:15-05:00,1,96.29,,true
7000000762,aiden.scott@gmail.com,Aiden,Scott,MN,2024-05-11T02:22:06-05:00,1,87.47,,true
7000000763,elijah.baker89@hotmail.com,Elijah,Baker,CO,2024-01-03T15:33:02-05:00,12,1118.44,,true
7000000764,ella_clark16@icloud.com,Ella,Clark,WA,2025-06-13T01:34:57-05:00,3,327.30,,true
7000000765,abigailclark58@gmail.com,Abigail,Clark,AZ,2024-07-18T12:11:10-05:00,4,472.00,,true
7000000766,nathan.ramirez@yahoo.com,Nathan,Ramirez,MI,2024-11-14T02:17:17-05:00,1,29.48,,true
7000000767,daniel.ramirez76@outlook.com,Daniel,Ramirez,OH,2024-04-20T17:14:32-05:00,9,425.33,,true
7000000768,elizabeth.king10@gmail.com,Elizabeth,King,WI,2025-04-02T21:04:42-05:00,4,380.66,,true
7000000769,ethanlee@gmail.com,Ethan,Lee,CO,2024-02-26T10:58:34-05:00,1,45.43,,false
7000000770,jackson.baker@outlook.com,Jackson,Baker,AZ,2025-02-15T03:29:20-05:00,1,25.58,,false
7000000771,owennelson2@icloud.com,Owen,Nelson,CO,2025-03-14T22:34:52-05:00,1,95.95,,true
7000000772,scarlett_king@gmail.com,Scarlett,King,TX,2024-01-13T21:40:10-05:00,2,88.63,,true
7000000773,camila_allen46@icloud.com,Camila,Allen,CT,2025-09-27T16:11:17-05:00,1,23.99,,true
7000000774,noah_rodriguez75@hotmail.com,Noah,Rodriguez,WI,2025-01-01T11:19:48-05:00,9,327.12,,true
7000000775,danielmartin44@outlook.com,Daniel,Martin,NJ,2025-06-14T21:21:05-05:00,7,209.17,,true
7000000776,evelynallen7@outlook.com,Evelyn,Allen,PA,2024-07-24T23:19:18-05:00,1,97.98,,true
7000000777,elijah_nelson89@hotmail.com,Elijah,Nelson,IN,2024-12-05T21:03:33-05:00,12,554.52,,true
7000000778,jacob.perez14@gmail.com,Jacob,Perez,VA,2024-08-12T00:08:04-05:00,3,140.91,,true
7000000779,aria.wilson62@icloud.com,Aria,Wilson,PA,2025-02-13T06:42:29-05:00,1,97.19,,true
7000000780,emma_jones@yahoo.com,Emma,Jones,NC,2025-03-26T07:04:40-05:00,10,475.71,,true
7000000781,liam.gonzalez@yahoo.com,Liam,Gonzalez,GA,2024-06-27T12:22:20-05:00,12,1156.72,,true
7000000782,elijah.johnson@gmail.com,Elijah,Johnson,MO,2024-05-20T13:47:46-05:00,4,150.51,,true
7000000783,amelia_martin31@outlook.com,Amelia,Martin,MO,2024-06-24T19:11:05-05:00,1,32.26,,false
7000000784,isabella.martinez@hotmail.com,Isabella,Martinez,AZ,2025-01-18T11:34:34-05:00,4,442.12,,true
7000000785,aaliyahflores25@yahoo.com,Aaliyah,Flores,MI,2024-09-10T01:56:20-05:00,1,212.84,,true
7000000786,henry_nguyen@icloud.com,Henry,Nguyen,MO,2025-09-21T02:21:43-05:00,2,195.96,,false
7000000787,grace_king23@outlook.com,Grace,King,TN,2025-05-09T18:00:53-05:00,3,332.28,,false
7000000788,amelia.anderson@icloud.com,Amelia,Anderson,PA,2024-11-09T15:28:28-05:00,1,40.64,,true
7000000789,benjamin.scott@outlook.com,Benjamin,Scott,CO,2025-06-15T12:48:01-05:00,3,267.13,,true
7000000790,henry_flores55@icloud.com,Henry,Flores,MA,2025-02-22T13:22:50-05:00,4,886.00,,true
7000000791,ethan.johnson@outlook.com,Ethan,Johnson,WI,2024-03-18T13:04:27-05:00,1,86.66,,true
7000000792,abigail.anderson@outlook.com,Abigail,Anderson,NY,2025-07-13T07:17:34-05:00,6,225.43,,true
7000000793,emilymitchell@hotmail.com,Emily,Mitchell,FL,2025-07-10T09:30:27-05:00,1,76.49,,true
7000000794,alexander_sanchez@icloud.com,Alexander,Sanchez,WI,2025-06-08T05:26:06-05:00,3,708.37,,true
7000000795,nora.mitchell@hotmail.com,Nora,Mitchell,MN,2025-07-19T17:03:58-05:00,3,110.40,,false
7000000796,sophia.lee55@yahoo.com,Sophia,Lee,CO,2025-04-05T20:19:56-05:00,3,328.73,,true
7000000797,emily.mitchell64@outlook.com,Emily,Mitchell,OH,2025-03-05T15:29:59-05:00,4,347.18,,false
7000000798,logan.nguyen@yahoo.com,Logan,Nguyen,FL,2024-12-04T20:41:13-05:00,1,97.19,,false
7000000799,amelia.sanchez69@yahoo.com,Amelia,Sanchez,VA,2024-04-21T11:58:21-05:00,1,36.77,,false
7000000800,sophia.hernandez@gmail.com,Sophia,Hernandez,IN,2025-09-09T17:47:23-05:00,4,176.99,,true
7000000801,ethan.jackson30@hotmail.com,Ethan,Jackson,CA,2025-04-10T02:05:30-05:00,1,39.98,,true
7000000802,logan_clark@yahoo.com,Logan,Clark,OR,2025-03-04T17:24:45-05:00,1,77.03,,false
7000000803,lucas_wilson56@yahoo.com,Lucas,Wilson,MD,2025-08-11T11:17:53-05:00,5,236.75,,false
7000000804,elijah.smith@icloud.com,Elijah,Smith,MD,2024-09-09T19:08:45-05:00,1,39.00,,false
7000000805,scarlett.torres@outlook.com,Scarlett,Torres,WI,2025-04-12T12:37:33-05:00,8,286.26,,true
7000000806,aria_lopez@hotmail.com,Aria,Lopez,CT,2025-03-18T16:40:08-05:00,8,254.58,,true
7000000807,avery.hall@outlook.com,Avery,Hall,WI,2025-07-04T10:37:38-05:00,1,37.79,,true
7000000808,graceclark16@gmail.com,Grace,Clark,SC,2024-04-17T18:21:52-05:00,7,661.08,,true
7000000809,michael_hernandez@icloud.com,Michael,Hernandez,NJ,2024-03-15T23:15:37-05:00,1,95.95,,false
7000000810,elizabeth_mitchell25@gmail.com,Elizabeth,Mitchell,NJ,2024-09-13T04:10:31-05:00,3,291.12,,true
7000000811,penelope_mitchell63@gmail.com,Penelope,Mitchell,CA,2025-07-15T23:55:17-05:00,3,98.32,,false
7000000812,daniel.moore@hotmail.com,Daniel,Moore,TX,2024-06-30T10:42:34-05:00,1,30.48,,false
7000000813,ava.nelson87@yahoo.com,Ava,Nelson,CO,2025-01-01T06:28:42-05:00,2,83.95,,true
7000000814,michael.hall@icloud.com,Michael,Hall,IN,2024-11-11T16:09:54-05:00,4,190.92,,true
7000000815,savannah.harris32@yahoo.com,Savannah,Harris,PA,2024-04-03T00:35:02-05:00,1,25.67,,true
7000000816,elijahbaker@gmail.com,Elijah,Baker,MO,2024-06-20T06:04:55-05:00,1,109.99,,true
7000000817,loganscott@hotmail.com,Logan,Scott,AZ,2025-03-14T04:23:54-05:00,1,34.23,,true
7000000818,logan.lopez52@gmail.com,Logan,Lopez,AZ,2024-08-05T16:42:12-05:00,3,135.42,,true
7000000819,olivia.jones53@hotmail.com,Olivia,Jones,VA,2024-04-14T19:31:18-05:00,12,373.04,,true
7000000820,jackson_hill81@yahoo.com,Jackson,Hill,MI,2024-06-28T23:07:57-05:00,3,720.45,,true
7000000821,ava.perez78@icloud.com,Ava,Perez,TN,2025-10-17T08:27:44-05:00,1,45.48,,true
7000000822,liam.flores@icloud.com,Liam,Flores,SC,2024-09-06T22:33:53-05:00,1,37.44,,true
7000000823,grace.jackson20@yahoo.com,Grace,Jackson,WI,2024-02-08T08:40:03-05:00,1,95.95,,false
7000000824,lucas_moore@hotmail.com,Lucas,Moore,MA,2025-10-25T10:30:08-05:00,1,32.38,,true
7000000825,elizabeth.thomas@yahoo.com,Elizabeth,Thomas,MO,2024-08-15T22:08:20-05:00,6,667.88,,true
7000000826,michael.green9@gmail.com,Michael,Green,PA,2024-02-23T23:05:47-05:00,7,820.39,,true
7000000827,sophialopez@yahoo.com,Sophia,Lopez,TN,2024-03-21T15:31:08-05:00,4,147.97,,true
7000000828,nora.gonzalez@hotmail.com,Nora,Gonzalez,OH,2024-11-06T10:23:21-05:00,1,48.91,,true
7000000829,daniel_garcia51@yahoo.com,Daniel,Garcia,VA,2025-03-27T15:23:23-05:00,8,283.71,,false
7000000830,daniel_johnson@outlook.com,Daniel,Johnson,MD,2025-07-04T05:33:47-05:00,3,291.46,,true
7000000831,ethan_robinson59@icloud.com,Ethan,Robinson,OR,2025-09-12T17:30:25-05:00,1,109.99,,true
7000000832,elijah.martinez@hotmail.com,Elijah,Martinez,CT,2025-01-18T17:53:35-05:00,1,118.79,,false
7000000833,lily_white63@hotmail.com,Lily,White,CA,2025-02-22T01:24:49-05:00,11,347.37,,true
7000000834,mateo.hernandez98@outlook.com,Mateo,Hernandez,SC,2024-12-22T18:33:15-05:00,1,109.99,,true
7000000835,jayden_harris@yahoo.com,Jayden,Harris,VA,2024-02-05T13:09:31-05:00,1,39.00,,true
7000000836,benjamin_hill@outlook.com,Benjamin,Hill,OH,2025-09-08T21:03:24-05:00,2,235.38,,true
7000000837,isabella.roberts83@icloud.com,Isabella,Roberts,IN,2025-08-23T02:55:31-05:00,4,189.69,,true
7000000838,aiden_ramirez89@hotmail.com,Aiden,Ramirez,OR,2025-01-26T21:20:18-05:00,4,381.11,,false
7000000839,jacksongreen@outlook.com,Jackson,Green,CT,2024-08-02T14:29:22-05:00,6,1408.23,,true
7000000840,grace.smith9@hotmail.com,Grace,Smith,MA,2025-11-01T10:29:53-05:00,2,92.30,,true
7000000841,sofialopez@icloud.com,Sofia,Lopez,IL,2025-05-29T04:00:49-05:00,1,183.92,,true
7000000842,elijahbrown@outlook.com,Elijah,Brown,MA,2025-03-27T22:49:20-05:00,4,988.67,,true
7000000843,sophia.jackson@outlook.com,Sophia,Jackson,CA,2024-12-16T01:04:48-05:00,4,136.53,,false
7000000844,layla.carter@outlook.com,Layla,Carter,SC,2024-01-08T21:12:22-05:00,7,644.83,,true
7000000845,amelia.king49@icloud.com,Amelia,King,VA,2024-12-11T22:00:16-05:00,1,72.21,,true
7000000846,logan_thomas86@icloud.com,Logan,Thomas,MD,2024-02-28T12:57:45-05:00,11,391.45,,true
7000000847,scarlett_hall@gmail.com,Scarlett,Hall,MD,2024-05-05T19:19:10-05:00,7,258.19,,true
7000000848,michaelflores85@hotmail.com,Michael,Flores,MA,2024-07-11T00:06:50-05:00,2,179.03,,true
7000000849,camila.white95@icloud.com,Camila,White,OH,2025-09-13T17:38:29-05:00,2,219.98,,true
7000000850,ellawalker@icloud.com,Ella,Walker,NC,2025-09-13T07:06:09-05:00,4,372.06,,true
7000000851,grace_garcia87@yahoo.com,Grace,Garcia,CO,2024-04-28T17:33:18-05:00,2,185.94,,true
7000000852,ameliahernandez@gmail.com,Amelia,Hernandez,MA,2024-01-30T05:50:02-05:00,8,1924.35,,true
7000000853,savannah.moore93@icloud.com,Savannah,Moore,MO,2024-05-06T04:56:33-05:00,1,97.19,,false
7000000854,nathan.perez@outlook.com,Nathan,Perez,AZ,2025-01-25T23:48:30-05:00,3,272.99,,false
7000000855,james.taylor@gmail.com,James,Taylor,CA,2024-12-14T21:33:40-05:00,1,33.56,,true
7000000856,lucas_lee@outlook.com,Lucas,Lee,NY,2025-08-27T19:30:02-05:00,3,275.93,,false
7000000857,logan_roberts@hotmail.com,Logan,Roberts,MO,2025-09-08T21:30:34-05:00,2,193.93,,false
7000000858,sebastian_robinson19@yahoo.com,Sebastian,Robinson,VA,2025-04-11T05:22:03-05:00,9,852.34,,true
7000000859,owen_lee@outlook.com,Owen,Lee,IN,2025-08-10T17:24:49-05:00,1,39.98,,true
7000000860,mason_rivera8@yahoo.com,Mason,Rivera,IN,2024-08-03T08:11:40-05:00,1,37.64,,true
7000000861,grace_campbell@gmail.com,Grace,Campbell,OR,2025-02-05T12:17:05-05:00,8,293.09,,false
7000000862,aaliyah_sanchez10@outlook.com,Aaliyah,Sanchez,IN,2024-07-18T19:57:08-05:00,2,173.95,,true
7000000863,aaliyah.nguyen91@icloud.com,Aaliyah,Nguyen,WI,2024-06-16T21:00:49-05:00,4,188.26,,false
7000000864,mia.wilson@gmail.com,Mia,Wilson,WA,2025-08-12T03:42:42-05:00,2,176.35,,true
7000000865,ella.baker@outlook.com,Ella,Baker,VA,2024-07-02T01:54:37-05:00,3,290.67,,true
7000000866,miagreen@gmail.com,Mia,Green,TX,2024-09-03T14:26:29-05:00,8,298.03,,true
7000000867,savannahhall@icloud.com,Savannah,Hall,WI,2025-01-26T10:01:13-05:00,3,338.77,,false
7000000868,emma.davis@icloud.com,Emma,Davis,WI,2025-06-05T08:11:22-05:00,2,93.97,,false
7000000869,nathan.mitchell@icloud.com,Nathan,Mitchell,VA,2025-10-22T15:47:20-05:00,3,109.78,,true
7000000870,loganjones@icloud.com,Logan,Jones,IN,2024-01-21T14:20:15-05:00,1,37.79,,false
7000000871,chloenguyen@yahoo.com,Chloe,Nguyen,MO,2024-04-30T06:34:40-05:00,1,77.75,,true
7000000872,victoria_lewis@yahoo.com,Victoria,Lewis,MN,2024-07-30T23:45:42-05:00,6,1441.58,,true
7000000873,sophiadavis39@hotmail.com,Sophia,Davis,IL,2025-03-09T23:57:46-05:00,3,94.73,,true
7000000874,chloejackson69@yahoo.com,Chloe,Jackson,MN,2025-05-17T11:23:37-05:00,2,66.36,,true
7000000875,nathanmiller@gmail.com,Nathan,Miller,PA,2024-05-25T10:54:43-05:00,20,628.02,,true
7000000876,owen.scott76@outlook.com,Owen,Scott,FL,2025-09-29T15:21:54-05:00,4,172.59,,true
7000000877,ethan.adams52@gmail.com,Ethan,Adams,GA,2025-03-11T05:12:55-05:00,4,362.77,,true
7000000878,camilahall25@hotmail.com,Camila,Hall,MO,2025-10-25T18:37:13-05:00,1,96.29,,false
7000000879,logan_ramirez@gmail.com,Logan,Ramirez,GA,2024-05-07T19:21:00-05:00,4,374.85,,false
7000000880,elizabeth.green47@outlook.com,Elizabeth,Green,FL,2024-08-19T09:57:47-05:00,9,848.68,,false
7000000881,ethan.miller23@hotmail.com,Ethan,Miller,VA,2024-04-07T19:15:31-05:00,7,320.61,,true
7000000882,owen.miller22@icloud.com,Owen,Miller,IL,2024-12-19T19:21:28-05:00,10,371.97,,false
7000000883,riley_rodriguez@yahoo.com,Riley,Rodriguez,FL,2025-01-22T20:39:51-05:00,2,480.39,,true
7000000884,zoey.roberts87@icloud.com,Zoey,Roberts,IL,2025-03-25T12:53:19-05:00,4,914.71,,true
7000000885,ellaking30@gmail.com,Ella,King,NC,2025-02-20T11:23:11-05:00,1,97.98,,true
7000000886,nora.thomas@gmail.com,Nora,Thomas,CT,2024-10-19T20:10:34-05:00,1,53.97,,true
7000000887,laylaallen18@icloud.com,Layla,Allen,TN,2025-06-29T04:32:23-05:00,3,336.43,,true
7000000888,zoeyramirez69@yahoo.com,Zoey,Ramirez,CT,2025-06-24T22:10:48-05:00,1,109.99,,false
7000000889,laylacarter@gmail.com,Layla,Carter,WA,2024-05-16T18:42:09-05:00,7,1685.17,,true
7000000890,grace.harris@outlook.com,Grace,Harris,MO,2024-09-12T19:37:43-05:00,6,555.60,,true
7000000891,emily_walker@gmail.com,Emily,Walker,CT,2025-10-08T20:42:39-05:00,1,88.18,,true
7000000892,scarlett_flores8@gmail.com,Scarlett,Flores,MD,2025-04-16T11:57:43-05:00,9,413.68,,true
7000000893,alexander.campbell52@gmail.com,Alexander,Campbell,TX,2025-03-17T17:54:53-05:00,4,125.80,,true
7000000894,isabella.young20@yahoo.com,Isabella,Young,VA,2025-02-08T13:37:41-05:00,1,45.78,,false
7000000895,sebastian.moore57@yahoo.com,Sebastian,Moore,FL,2024-12-28T15:48:00-05:00,4,143.80,,true
7000000896,elijah.jackson18@icloud.com,Elijah,Jackson,CT,2024-12-05T01:09:02-05:00,2,493.62,,true
7000000897,penelope.moore54@hotmail.com,Penelope,Moore,VA,2024-05-10T11:49:43-05:00,4,174.03,,false
7000000898,lucas.davis@yahoo.com,Lucas,Davis,WA,2025-05-27T00:29:48-05:00,3,141.20,,true
7000000899,layla_perez@icloud.com,Layla,Perez,VA,2024-10-23T10:16:31-05:00,3,112.41,,false
7000000900,ariamartinez@yahoo.com,Aria,Martinez,GA,2024-04-27T09:35:41-05:00,12,1133.76,,true
7000000901,elijahwalker@yahoo.com,Elijah,Walker,MN,2025-10-06T23:06:02-05:00,1,42.78,,true
7000000902,avery_williams@icloud.com,Avery,Williams,NJ,2025-09-23T07:16:07-05:00,2,417.79,,true
7000000903,jacob_king@yahoo.com,Jacob,King,MI,2025-03-12T17:26:49-05:00,2,67.67,,false
7000000904,emily_davis47@outlook.com,Emily,Davis,IN,2025-03-04T08:59:30-05:00,1,97.98,,true
7000000905,olivia.smith85@yahoo.com,Olivia,Smith,NC,2025-04-28T10:12:01-05:00,9,322.81,,true
7000000906,harper_taylor47@outlook.com,Harper,Taylor,TX,2024-04-09T00:29:50-05:00,4,910.76,,true
7000000907,sofia_mitchell96@yahoo.com,Sofia,Mitchell,WI,2024-10-09T07:38:49-05:00,1,46.50,,true
7000000908,lucasgreen@gmail.com,Lucas,Green,MN,2025-11-01T06:56:00-05:00,2,95.94,,false
7000000909,avawright44@icloud.com,Ava,Wright,SC,2024-07-25T19:25:34-05:00,3,141.55,,true
7000000910,elijahclark92@hotmail.com,Elijah,Clark,WA,2025-01-09T16:19:43-05:00,3,133.56,,true
7000000911,ava_walker@yahoo.com,Ava,Walker,MD,2024-10-07T04:41:39-05:00,2,84.58,,true
7000000912,lily_sanchez@yahoo.com,Lily,Sanchez,CO,2025-06-05T13:59:11-05:00,1,196.87,,false
7000000913,owen.moore@yahoo.com,Owen,Moore,MN,2024-08-11T21:33:29-05:00,6,569.42,,false
7000000914,emily_anderson91@hotmail.com,Emily,Anderson,TX,2024-06-24T08:09:10-05:00,1,41.68,,true
7000000915,olivia.green@outlook.com,Olivia,Green,NY,2025-10-19T09:03:57-05:00,3,132.08,,true
7000000916,emma_adams81@outlook.com,Emma,Adams,CA,2025-07-16T09:36:48-05:00,1,97.98,,false
7000000917,loganbrown2@yahoo.com,Logan,Brown,CT,2024-10-13T06:26:05-05:00,1,37.64,,true
7000000918,noramitchell49@hotmail.com,Nora,Mitchell,OR,2024-07-30T16:05:58-05:00,5,586.52,,true
7000000919,riley_green20@yahoo.com,Riley,Green,CT,2025-03-20T13:25:18-05:00,1,71.96,,false
7000000920,grace_lopez@yahoo.com,Grace,Lopez,MN,2025-05-17T06:34:06-05:00,3,110.22,,true
7000000921,aiden_lopez@gmail.com,Aiden,Lopez,FL,2024-03-14T15:31:28-05:00,8,738.72,,false
7000000922,nora.king@hotmail.com,Nora,King,TX,2025-01-21T13:58:50-05:00,4,354.06,,true
7000000923,lucas.thomas@hotmail.com,Lucas,Thomas,NJ,2024-01-10T03:52:18-05:00,1,30.47,,true
7000000924,elijah_rodriguez98@yahoo.com,Elijah,Rodriguez,NC,2024-12-05T17:26:11-05:00,1,37.64,,true
7000000925,camila.wright@gmail.com,Camila,Wright,OR,2024-10-30T03:44:03-05:00,5,1182.15,,false
7000000926,emma.anderson30@icloud.com,Emma,Anderson,FL,2024-12-27T23:51:39-05:00,9,271.96,,false
7000000927,grace.hernandez@outlook.com,Grace,Hernandez,WA,2024-03-19T22:25:00-05:00,11,522.58,,true
7000000928,olivia.hill23@hotmail.com,Olivia,Hill,MI,2025-09-06T06:36:11-05:00,4,151.12,,true
7000000929,aria_jackson14@icloud.com,Aria,Jackson,MO,2025-01-12T09:39:46-05:00,2,91.14,,true
7000000930,miaroberts19@yahoo.com,Mia,Roberts,AZ,2025-04-02T17:25:09-05:00,10,484.54,,true
7000000931,nora.moore12@yahoo.com,Nora,Moore,IL,2025-01-29T12:50:17-05:00,4,427.45,,false
7000000932,nathanclark82@yahoo.com,Nathan,Clark,WI,2024-09-08T13:57:04-05:00,4,352.65,,false
7000000933,sebastian.wright@hotmail.com,Sebastian,Wright,IN,2025-03-07T19:11:07-05:00,4,945.37,,true
7000000934,evelyn.white@outlook.com,Evelyn,White,OR,2025-04-30T04:51:50-05:00,1,38.51,,true
7000000935,sofia.roberts38@yahoo.com,Sofia,Roberts,OR,2025-03-07T08:49:44-05:00,2,186.28,,true
7000000936,lily.rodriguez@icloud.com,Lily,Rodriguez,CT,2024-01-27T15:27:47-05:00,17,1609.13,,true
7000000937,daniel.hill@outlook.com,Daniel,Hill,FL,2024-03-21T08:55:18-05:00,1,43.09,,false
7000000938,aaliyah_lopez@hotmail.com,Aaliyah,Lopez,IN,2024-11-02T17:07:08-05:00,8,758.17,,true
7000000939,jayden.hall@yahoo.com,Jayden,Hall,NY,2025-10-19T01:10:09-05:00,1,98.99,,true
7000000940,emma_sanchez88@hotmail.com,Emma,Sanchez,IN,2024-09-21T20:49:41-05:00,5,183.97,,true
7000000941,aiden.moore67@yahoo.com,Aiden,Moore,CT,2024-08-04T14:34:41-05:00,7,219.75,,true
7000000942,harpermitchell@icloud.com,Harper,Mitchell,VA,2024-11-16T23:45:50-05:00,8,767.28,,false
7000000943,noahwhite@outlook.com,Noah,White,TX,2024-04-16T02:49:58-05:00,1,97.98,,true
7000000944,evelyn.jackson@gmail.com,Evelyn,Jackson,PA,2025-09-03T00:23:58-05:00,2,64.37,,true
7000000945,victoriagonzalez@outlook.com,Victoria,Gonzalez,CA,2025-08-06T20:33:49-05:00,2,442.96,,false
7000000946,noah.lee@outlook.com,Noah,Lee,SC,2024-10-16T14:29:44-05:00,10,366.27,,true
7000000947,nora.thompson@outlook.com,Nora,Thompson,MA,2025-05-30T03:40:38-05:00,3,290.56,,true
7000000948,riley_harris@outlook.com,Riley,Harris,IL,2024-06-04T16:51:40-05:00,1,172.49,,true
7000000949,ameliabaker@hotmail.com,Amelia,Baker,TN,2025-09-15T23:42:59-05:00,1,30.66,,true
7000000950,lucas_perez47@gmail.com,Lucas,Perez,IN,2025-01-31T08:42:20-05:00,8,290.52,,true
7000000951,mateo_green@yahoo.com,Mateo,Green,SC,2024-11-12T19:55:14-05:00,1,39.97,,true
7000000952,jackson_robinson22@yahoo.com,Jackson,Robinson,CA,2024-10-13T20:59:24-05:00,2,170.98,,true
7000000953,harper_rivera34@outlook.com,Harper,Rivera,SC,2025-03-28T23:40:35-05:00,1,72.21,,true
7000000954,olivia_white52@hotmail.com,Olivia,White,MO,2024-05-12T16:03:00-05:00,1,36.81,,true
7000000955,sophia_baker65@outlook.com,Sophia,Baker,MO,2024-02-13T22:35:45-05:00,1,52.98,,true
7000000956,nathan.scott@outlook.com,Nathan,Scott,AZ,2024-06-11T20:45:28-05:00,7,786.98,,true
7000000957,ethanrobinson12@icloud.com,Ethan,Robinson,CO,2025-10-19T19:28:58-05:00,3,129.86,,false
7000000958,sophialopez14@icloud.com,Sophia,Lopez,PA,2025-02-15T11:58:06-05:00,2,229.74,,true
7000000959,ameliahall@outlook.com,Amelia,Hall,CO,2024-02-09T19:50:44-05:00,2,82.72,,false
7000000960,camila_wilson@hotmail.com,Camila,Wilson,SC,2025-01-24T02:16:18-05:00,4,358.88,,true
7000000961,daniel.wilson@icloud.com,Daniel,Wilson,GA,2024-09-15T23:08:40-05:00,1,49.98,,true
7000000962,abigail.sanchez39@icloud.com,Abigail,Sanchez,TN,2024-08-07T09:26:46-05:00,1,71.96,,true
7000000963,ella_perez@outlook.com,Ella,Perez,MA,2025-05-08T17:18:44-05:00,2,185.37,,true
7000000964,alexanderhall@hotmail.com,Alexander,Hall,MD,2024-07-22T02:49:58-05:00,2,221.54,,true
7000000965,penelopecampbell95@gmail.com,Penelope,Campbell,FL,2025-04-14T05:22:11-05:00,1,97.98,,true
7000000966,layla_clark@icloud.com,Layla,Clark,FL,2025-10-11T16:21:34-05:00,1,76.49,,true
7000000967,amelia.mitchell@hotmail.com,Amelia,Mitchell,AZ,2024-08-09T12:40:24-05:00,6,1412.13,,true
7000000968,sofia.white39@hotmail.com,Sofia,White,TX,2025-05-26T23:37:34-05:00,2,65.30,,false
7000000969,alexanderthompson55@gmail.com,Alexander,Thompson,IL,2025-04-14T15:35:49-05:00,9,859.24,,true
7000000970,ethanjackson89@outlook.com,Ethan,Jackson,IN,2025-09-27T03:36:45-05:00,2,496.49,,true
7000000971,jaydenjohnson@icloud.com,Jayden,Johnson,CT,2025-09-30T19:49:59-05:00,2,475.22,,false
7000000972,penelope_jackson@icloud.com,Penelope,Jackson,OR,2025-01-25T04:10:07-05:00,2,75.23,,false
